price_vnd,area_clean,price_per_m2_clean,district,property_type,cluster_kmeans,cluster_tier,dbscan_label,price_per_m2_safe,price_tier_enc,district_enc,log_area,property_type_enc,legal_status_enc,seller_type_enc,bedroom_per_area,bedrooms,frontage
2370000000.0,50.5,46930693.07,Bình Dương,Toà EAST dự án The Nest căn 1PN+1 giá 2.3 tỷ cho thuê 13tr/th giá F0 từ CĐT Becamex Tokyu,2,Bình dân,0,46019417.475728154,3,19,3.9415818076696905,9199,17,1544,0.038834951456310676,2.0,0.0
10500000000.0,98.0,107142857.14,Bình Trưng,"Chuyên giao dịch căn hộ The Estella, 2PN giá 10 - 12 tỷ, 3PN giá 13,5 - 18 tỷ. LH0909 988 ***",1,Cao cấp,0,106060606.06060606,2,31,4.59511985013459,4682,62,1736,0.020202020202020204,2.0,0.0
9500000000.0,88.0,107954545.45,An Khánh,"Độc quyền Chủ đầu tư: Căn góc, Tầng cao, View Thủ Thiêm + sông Sài Gòn, Ngân hàng cho vay 70%",1,Cao cấp,0,106741573.03370787,2,4,4.48863636973214,9983,12,1364,0.033707865168539325,3.0,0.0
2900000000.0,64.0,45312500.0,Lái Thiêu,Chỉ 290tr (10%) nhận nhà ở ngay căn hộ 2PN sẵn sổ tại Thuận An | CH The Emerald Golf View,2,Bình dân,0,44615384.615384616,3,76,4.174387269895637,5160,21,1751,0.03076923076923077,2.0,0.0
2750000000.0,60.0,45833333.33,Dĩ An,"Hot!! Cập nhật full giỏ hàng chuyển nhượng Picity Sky Park giá chỉ từ 2.75 tỷ, 60m2 (2PN,1WC)",2,Bình dân,0,45081967.21311475,3,50,4.110873864173311,7341,17,962,0.03278688524590164,2.0,0.0
5800000000.0,72.0,80555555.56,Bảy Hiền,"Bán nhà HXH Âu Cơ, Tân Bình, DTCN 72m², MT 4m - Giá chỉ 7.x tỷ, sổ hồng riêng, giao dịch ngay",1,Cao cấp,0,79452054.79452054,1,36,4.290459441148391,3841,54,1572,0.0,0.0,4.0
4900000000.0,65.0,75384615.38,Nhà Bè,"Căn hộ Saigon South giá tốt gọi ngay0901 319 ***PKD 2PN 5 tỷ - 3PN 6,6 tỷ. Bao sang tên",1,Cao cấp,0,74242424.24242425,1,81,4.189654742026425,5795,21,1614,0.030303030303030304,2.0,0.0
69000000000.0,647.1,106629578.12,Bình Quới,"Tài sản đáng đầu tư nhất - vị trí siêu đẹp, góc 3 mặt tiền Bình Quới Thanh Đa, P. 27, Bình Thạnh",0,Trung cấp,-1,106465051.68955408,2,27,6.474045005433671,9233,54,282,0.007714858818083628,5.0,0.0
5600000000.0,60.0,93333333.33,Tân Hưng,"Bán nhà Lê Văn Lương, Phường Tân Hưng, Quận 7",1,Cao cấp,0,91803278.68852459,2,137,4.110873864173311,3847,54,348,0.0,0.0,0.0
1800000000.0,49.0,36734693.88,Phú Mỹ,1.8 tỷ sở hữu căn 1PN/49m² Maison Grand. Bàn giao Full nội thất gỗ. Ck 4%. Thanh toán 50% nhận nhà,2,Bình dân,0,36000000.0,3,86,3.912023005428146,37,17,1726,0.04,2.0,0.0
12300000000.0,89.0,138202247.19,Bình Trưng,"Căn hộ Estella Heights, 2PN giá 12 - 12,5 tỉ, 2PN giá 14 - 15 tỷ. LH0909 988 ***",3,Luxury,0,136666666.66666666,2,31,4.499809670330265,5717,54,1736,0.022222222222222223,2.0,0.0
9500000000.0,62.0,153225806.45,Xuân Hòa,"Sau căn mặt tiền, Cần Bán nhà Hoàng Sa, Quận 3, (4.2mx15m), 4 tầng BTCT, 4 phòng, giá chỉ 9.5 tỷ",3,Luxury,0,150793650.7936508,2,163,4.143134726391533,8745,54,1206,0.06349206349206349,4.0,0.0
30000000000.0,150.0,200000000.0,An Hội Đông,CHDV 30P doanh thu 180tr mặt tiền An Hội - Phạm Văn Chiêu Gò Vấp,3,Luxury,0,198675496.6887417,2,3,5.017279836814924,4482,54,968,0.1986754966887417,30.0,6.5
19000000000.0,152.0,125000000.0,An Nhơn,"Bán nhà mặt tiền đường số 4 Gò Vấp, DT 8x19m, 3 tầng kiên cố, kinh doanh sầm uất",3,Luxury,0,124183006.53594771,2,7,5.030437921392435,3985,49,431,0.0,0.0,0.0
6900000000.0,65.0,106153846.15,Xóm Chiếu,Chuyên chuyển nhượng căn hộ Tresor Q4: Căn 1PN từ 5tỷ5 2PN từ 6tỷ9 | 3PN từ 10tỷ3. LH:0901 995 ***,1,Cao cấp,0,104545454.54545455,2,166,4.189654742026425,4681,17,796,0.030303030303030304,2.0,0.0
18100000000.0,129.5,139768339.77,Cát Lái,"Cần bán gấp lô đất nền 129.5m2(7x18.5) sổ cá nhân KDC Phú Nhuận 1, gần Công viên sạch đẹp, 18.1 tỉ",3,Luxury,0,138697318.00766283,2,44,4.871373226762748,6349,21,605,0.0,0.0,0.0
8000000000.0,126.0,63492063.49,Thạnh Mỹ Tây,"Bán gấp đi định cư căn hộ 3PN - 126m² tại Vinhomes Central Park, Bình Thạnh",1,Cao cấp,0,62992125.98425197,1,126,4.844187086458591,3422,54,1296,0.023622047244094488,3.0,0.0
25000000000.0,152.0,164473684.21,Xuân Hòa,"Bán nhà 3 tầng mặt tiền Huỳnh Tịnh Của, Q.3-ngang lớn 8,3m*18m-chỉ 25 tỷ-nơi tập trung cơ quan nn",3,Luxury,0,163398692.81045753,2,163,5.030437921392435,3796,54,675,0.0392156862745098,6.0,8.3
3000000000.0,84.0,35714285.71,Lái Thiêu,Cần bán căn góc 3 Phòng ngủ - 2 Ban Công. DT -84m2 giá 3 tỷ. Thương lượng nhẹ.,2,Bình dân,0,35294117.64705882,3,76,4.442651256490317,6136,54,1395,0.03529411764705882,3.0,0.0
1140000000.0,70.0,16285714.29,Phước Hòa,KĐT Bắc Sài Gòn nhịp đập giao thương mới phía Bắc TPHCM,2,Bình dân,0,16056338.028169014,0,93,4.2626798770413155,7631,54,183,0.0,0.0,0.0
5700000000.0,92.0,61956521.74,Nhiêu Lộc,Chính chủ cần bán gấp căn hộ 92m2 Block C giá tốt cho người có nhu cầu mua ở,1,Cao cấp,0,61290322.58064516,1,79,4.532599493153256,4967,54,1079,0.021505376344086023,2.0,0.0
34900000000.0,220.0,158636363.64,Cát Lái,"Kim Ngân DEFINE - Bán căn garden villa 3PN - 4WC - 220m2 tại DEFINE chỉ 34,9tỷ allin",3,Luxury,0,157918552.0361991,2,44,5.3981627015177525,7616,17,784,0.013574660633484163,3.0,0.0
9750000000.0,109.0,89449541.28,Bình Trưng,Căn hộ tháp Trung tâm- 3PN-109 M2 RẺ NHẤT THỊ TRƯỜNG- GIÁ 9.75 TỶ THE SUN AVENUE,1,Cao cấp,0,88636363.63636364,2,31,4.700480365792417,5934,54,636,0.02727272727272727,3.0,0.0
1500000000.0,40.0,37500000.0,Thuận An,"Thanh toán mỗi tháng 9tr sở ngay căn hộ nằm khu TOD Thuận An, giỏ hàng trực tiếp CĐT. LH0945 955 ***",2,Bình dân,0,36585365.853658535,3,122,3.713572066704308,9079,17,48,0.024390243902439025,1.0,0.0
6000000000.0,84.0,71428571.43,Hiệp Bình,Mua lời ngay bán thu hồi vốn bán lỗ căn 2PN 2WC DT 84m2 chỉ 6tỷ view LM81. Cho thuê NTCB 13tr/th,1,Cao cấp,0,70588235.29411764,1,54,4.442651256490317,7862,17,378,0.023529411764705882,2.0,0.0
2450000000.0,70.0,35000000.0,Thủ Dầu Một,"Bán căn hộ 2PN, 2WC tại The Maison, 35 triệu / m2, 70m2, Thủ Dầu Một, Bình Dương",2,Bình dân,0,34507042.25352113,3,129,4.2626798770413155,1390,21,242,0.028169014084507043,2.0,0.0
7100000000.0,73.0,97260273.97,Bình Trưng,Bán nhiều Căn hộ 1PN 2PN 3PN The Sun Avenue sẵn sổ công chứng,1,Cao cấp,0,95945945.94594595,2,31,4.30406509320417,3771,54,168,0.02702702702702703,2.0,0.0
3990000000.0,48.0,83125000.0,Hiệp Bình,Bán gấp nhà Hiệp Bình. Thủ Đức. Hẻm ô tô. Giá 3 tỷ 990. Diện tích: 4 x 12m.,1,Cao cấp,0,81428571.42857143,1,54,3.8918202981106265,3387,54,1202,0.08163265306122448,4.0,4.0
39000000000.0,200.0,195000000.0,Cầu Kiệu,Siêu phẩm đầu tư MT Hoa Sứ 8x25 (200m2) hầm 7 tầng 50p CHDV HĐT 279tr/th giá chỉ 39 tỷ.0944 575 ***,3,Luxury,0,194029850.74626866,2,46,5.303304908059076,8853,21,24,0.24875621890547264,50.0,8.0
2730000000.0,55.0,49636363.64,Long Trường,"Em Khánh có giỏ hàng chuyển nhượng căn hộ Mường Thanh Phú Hữu tháng 4.2026, giá thật không báo ảo",2,Bình dân,0,48750000.0,1,74,4.02535169073515,6731,17,570,0.017857142857142856,1.0,0.0
4200000000.0,60.0,70000000.0,Hóc Môn,MẶT TIỀN KINH DOANH GIÁ RẺ CHỈ 1 CĂN DUY NHẤT ĐƯỜNG NHỰA 6M,1,Cao cấp,0,68852459.01639344,1,63,4.110873864173311,7890,54,1613,0.03278688524590164,2.0,6.0
10600000000.0,118.0,89830508.47,Tân Mỹ,"Bán căn hộ Cảnh Viên lầu cao. Giá bán: 10,6 tỷ, 118m2, 3PN, 2WC, phòng khách, bếp...Nội thất đầy đủ",1,Cao cấp,0,89075630.25210084,2,139,4.77912349311153,1582,54,16,0.025210084033613446,3.0,0.0
1000000000.0,81.0,12345679.01,Long Trường,CHUNG CƯ QUẬN 9 TPHCM GIÁ 45 TR/M2 FULL NỘI THẤT (0979 821 ***),2,Bình dân,0,12195121.951219512,0,74,4.406719247264253,4491,17,1633,0.036585365853658534,3.0,0.0
3200000000.0,55.0,58181818.18,Đông Hòa,"Mua căn hộ Bcons Center City - sở hữu hệ tiện ích "" All in one"" ngay trong dự án",1,Cao cấp,0,57142857.14285714,1,342,4.02535169073515,7860,17,1628,0.03571428571428571,2.0,0.0
12500000000.0,600.0,20833333.33,Lái Thiêu,"Chính chủ gửi cần bán lô đất vĩnh phú 38 vào 1/. Ngang 13,6x44, đường xe tải 5 tấn, giá 20tr/1m2",0,Trung cấp,0,20798668.885191347,0,76,6.398594934535208,5088,54,328,0.0,0.0,13.0
16500000000.0,126.0,130952380.95,Phú Thuận,"Giá Chính Chủ! Rổ Hàng Full Nhà phố: 6x21m Biệt thự: 10.5x21m, Giá từ: 16.5 tỷ, KDC Phú Mỹ VPH Q.7",3,Luxury,0,129921259.84251969,2,88,4.844187086458591,6867,54,835,0.0,0.0,6.0
4850000000.0,81.7,59363525.09,Long Trường,"Em Khánh chuyên Centana Điền Phúc Thành, giỏ hàng deal chính chủ tháng 5.2026 - giá thật ko báo ảo",1,Cao cấp,0,58645707.37605804,1,74,4.415219602029645,6730,54,570,0.0,0.0,5.0
11600000000.0,160.0,72500000.0,Long Phước,BÁN NHANH CĂN 160 M2 GIÁ TỐT NHẤT THỊ TRƯỜNG CHỈ 11.6 TỶ VỊ TRÍ ĐẸP,1,Cao cấp,0,72049689.44099379,1,73,5.081404364984463,486,21,1505,0.0,0.0,0.0
4250000000.0,68.0,62500000.0,Phước Long,Chính Chủ Cần Bán Gấp - Mẫu D - The Art Gia Hoà - View Landmark 81,1,Cao cấp,0,61594202.89855073,1,95,4.23410650459726,4754,54,1556,0.028985507246376812,2.0,0.0
6500000000.0,75.0,86666666.67,Bình Trưng,"Chuyên bán nhiều căn hộ Cantavil An Phú - Premier, đủ diện tích, 2PN, 3PN, 4PN, giá từ 6.5 tỷ ạ",1,Cao cấp,0,85526315.78947368,2,31,4.330733340286331,4676,54,89,0.02631578947368421,2.0,0.0
2678000000.0,72.0,37194444.44,Lái Thiêu,"Hot hot hot căn siêu ngộp full nội thất 2pn 2,678 tỷ, 1pn 1,875 tỷ 3pn 4,1 tỷ",2,Bình dân,0,36684931.50684932,3,76,4.290459441148391,7321,21,957,0.0273972602739726,2.0,0.0
6700000000.0,55.0,121818181.82,Bình Trưng,MỞ BÁN CĂN 1PN TẦNG 5 THÁP 9 THE PRIVE TẠI VIEW THÀNH PHỐ TỶ -TT 6.8% KÝ HĐMB - CHIẾT KHẤU 21.5%,3,Luxury,0,119642857.14285715,2,31,4.02535169073515,7946,21,1276,0.017857142857142856,1.0,0.0
1060000000.0,32.0,33125000.0,Thuận Giao,"CHỦ CẦN BÁN GẤP CĂN HỘ LEGACY CENTRAL Studio - 32m2 - 960 triệu, Ngân hàng hỗ trợ 80%",2,Bình dân,0,32121212.12121212,3,123,3.4965075614664802,4555,54,971,0.030303030303030304,1.0,0.0
2100000000.0,52.0,40384615.38,Hạnh Thông,"Chính chủ cắt lỗ bán gấp CH 2PN/ 2 tỷ 1, sổ riêng bao VAT, dọn ở ngay, góp 5 năm, thuê 12 triệu",2,Bình dân,0,39622641.50943396,3,65,3.970291913552122,5002,54,418,0.03773584905660377,2.0,0.0
3300000000.0,107.0,30841121.5,Phú Định,"Bán căn hộ CC Mỹ Thuận, giá 3,3 tỷ, 107m2, 2PN, 2WC, nhà trống, sổ hồng, hỗ trợ vay. LH0933 888 ***",2,Bình dân,0,30555555.555555556,3,92,4.68213122712422,1513,54,1152,0.018518518518518517,2.0,0.0
1700000000.0,240.0,7083333.33,Nhuận Đức,Chính chủ cắt lỗ bán nhanh đất 2 MT Nguyễn Thị Rành Trung Lập Hạ (gần KCN Tây Bắc),2,Bình dân,0,7053941.908713693,0,80,5.484796933490655,5003,54,1771,0.0,0.0,9.3
2300000000.0,65.0,35384615.38,Lái Thiêu,"Chính Chủ bán Opal Skyline 65m2, 2PN, có ban công, view Hồ bơi đẹp 2,3 tỷ. Thương lượng0899 904 ***",2,Bình dân,0,34848484.84848485,3,76,4.189654742026425,4760,54,868,0.030303030303030304,2.0,0.0
2900000000.0,40.0,72500000.0,Tăng Nhơn Phú,Chủ kẹt tiền cần bán gấp nhà Q9 - Gần làng Đại học - Hẻm xe hơi - Liên hệ để được hỗ trợ,1,Cao cấp,0,70731707.31707317,1,157,3.713572066704308,5318,54,1339,0.04878048780487805,2.0,0.0
1990000000.0,50.0,39800000.0,Bình Hòa,Căn Hộ 2PN- Mặt Tiền Quốc Lộ 13. Chỉ Cần Thanh Toán 199Tr Sở Hữu Căn Hộ.,2,Bình dân,0,39019607.84313726,3,20,3.9318256327243257,5557,17,969,0.0392156862745098,2.0,0.0
1350000000.0,58.0,23275862.07,Bình Hòa,"Kẹt tiền bán gấp căn 2PN, rẻ hơn thị trường 200tr, cách Aeon Mall 2km, 200m tới chợ",2,Bình dân,0,22881355.93220339,0,20,4.07753744390572,7657,54,957,0.03389830508474576,2.0,0.0
3200000000.0,100.0,32000000.0,Vĩnh Tân,"Chủ nhà bán Gấp căn 3 Tầng còn thanh toán tiến độ, chỉ 3,2x tỷ",2,Bình dân,0,31683168.316831682,3,160,4.61512051684126,5341,21,67,0.0297029702970297,3.0,0.0
6300000000.0,80.0,78750000.0,Nhà Bè,"Bán gấp căn hộ Celesta Rise - Nguyễn Hữu Thọ, 2PN - DT 80m2 - Giá 6 tỷ 3 bao hết",1,Cao cấp,0,77777777.77777778,1,81,4.394449154672439,3266,17,1234,0.024691358024691357,2.0,0.0
3150000000.0,56.0,56250000.0,Phú Thuận,[bán 3ty150] c/cư NGỌC LAN- Quận 7- 56m 1pn- Sổ hồng sẵn,2,Bình dân,0,55263157.89473684,1,88,4.04305126783455,9495,54,1460,0.017543859649122806,1.0,0.0
1600000000.0,32.0,50000000.0,Dĩ An,Căn hộ cao cấp đáng đầu tư nhất Phạm Văn Đồng. Thanh toán 400tr là có thể sở hữu. Hỗ trợ lãi 2 năm,2,Bình dân,0,48484848.484848484,1,50,3.4965075614664802,5889,17,1548,0.030303030303030304,1.0,0.0
1750000000.0,43.0,40697674.42,Dĩ An,Rổ hàng Bcons Garden căn 2PN giá bán 1 tỷ 750tr bao thuế phí sang tên sổ hồng,2,Bình dân,0,39772727.27272727,3,50,3.784189633918261,8644,54,1616,0.045454545454545456,2.0,0.0
24000000000.0,195.0,123076923.08,Long Trường,"Bán BT 5PN, 4WC tại G3, Villa Park, 24 tỷ, 195m2, view đẹp",3,Luxury,0,122448979.59183674,2,74,5.278114659230517,579,54,1263,0.025510204081632654,5.0,6.0
13000000000.0,170.0,76470588.24,An Lạc,"Bán biệt thự 2 mặt tiền khu Hai Thành kề Tân Tạo A, Bình Tân",1,Cao cấp,0,76023391.8128655,1,6,5.14166355650266,1074,54,628,0.029239766081871343,5.0,12.0
7200000000.0,71.0,101408450.7,An Khánh,Bán gấp căn 2PN hàng hot giá 7tỷ2 duy nhất - liên hệ em Sương trực tiếp Chủ đầu tư,1,Cao cấp,0,100000000.0,2,4,4.276666119016055,3221,54,162,0.027777777777777776,2.0,0.0
2950000000.0,47.0,62765957.45,Bình Hòa,"The Emerald Boulevard Bàn giao full nội thất | Mở bán Đ1 CK lên đến 15%, HT Đàm Phán Thanh Toán",1,Cao cấp,0,61458333.333333336,1,20,3.871201010907891,9096,17,1751,0.041666666666666664,2.0,0.0
3400000000.0,65.0,52307692.31,Phú Thạnh,Full giỏ hàng các căn bán tại RichStar - đẹp - rẻ - đủ nội thất - làm việc chính chủ - xem nhà 24/7,2,Bình dân,0,51515151.515151516,1,89,4.189654742026425,6774,17,325,0.030303030303030304,2.0,0.0
2400000000.0,52.0,46153846.15,Đông Hòa,"Bcons Green Topaz độc quyền căn đẹp cạnh Làng Đại Học,view SG, hồ đá, hỗ trợ cho thuê miễn phí.",2,Bình dân,0,45283018.86792453,3,342,3.970291913552122,305,17,1040,0.03773584905660377,2.0,0.0
16500000000.0,100.0,165000000.0,Tân Sơn Nhất,"VIP sân bay,4 tầng DT 100m2(5x20) HXH khu Cộng Hoà,CV Hoàng Văn Thụ,nhỉnh 16 tỷ",3,Luxury,0,163366336.63366336,2,146,4.61512051684126,9320,54,970,0.0594059405940594,6.0,5.0
13800000000.0,71.0,194366197.18,Cầu Ông Lãnh,"The Grand Manhattan, căn hộ cao cấp 2PN, 71m2, giá 13,8 tỷ-TT 5 tỷ, khách sạn 5 sao, PKD Novaland",3,Luxury,0,191666666.66666666,2,47,4.276666119016055,9107,70,472,0.027777777777777776,2.0,0.0
10800000000.0,115.0,93913043.48,Long Trường,"Giá NGỘP Melosa Khang Điền 115m2, có nội thất 10.8tỷ, sổ hồng, hướng mát, 2 mặt đường, an ninh",1,Cao cấp,0,93103448.27586207,2,74,4.7535901911063645,6870,54,1564,0.04310344827586207,5.0,0.0
3400000000.0,61.81,55007280.38,Bình Đông,Tara Residence _ CĂN 1PN (+) 62m² SIÊU RỘNG DỄ NGĂN 2PN - ĐẦY ĐỦ NT - SỔ HỒNG,2,Bình dân,0,54131507.72170036,1,35,4.140114296466289,9060,54,583,0.015921031682853047,1.0,0.0
2900000000.0,69.9,41487839.77,Bình Hòa,"Căn hộ Habitat sát bên Aeon Mall, căn 2PN 2WC giá bán 2,9 tỷ, thanh toán 30% nhận nhà cho thuê ngay",2,Bình dân,0,40902679.83074753,3,20,4.2612704335380815,5726,21,516,0.028208744710860365,2.0,0.0
6000000000.0,100.0,60000000.0,Phú Định,Mở bán shop thương mại D - Aqua thuận tiện kinh doanh tại 301 Bến Bình Đông,1,Cao cấp,0,59405940.59405941,1,92,4.61512051684126,7964,17,157,0.0,0.0,0.0
6000000000.0,70.0,85714285.71,Xuân Thới Sơn,Nhận Giữ Chỗ Góc Vinhomes Sai Gon Park Nhận Nhà Trước - Sau 5 Năm Thanh Toán,1,Cao cấp,0,84507042.25352113,2,165,4.2626798770413155,8422,17,1708,0.07042253521126761,5.0,9.0
16700000000.0,97.0,172164948.45,Chợ Quán,"Bán gấp nhà đường Nguyễn Trãi, Quận 5 - 4 tầng 97m2 (4.5 x 23) sổ đẹp - Khúc 2 chiều giáp Quận 1.",3,Luxury,0,170408163.26530612,2,43,4.584967478670572,3407,54,856,0.04081632653061224,4.0,4.5
21000000000.0,215.3,97538318.63,Tân Nhựt,"Chính chủ bán nhà mặt tiền Nguyễn Cửu Phú, gần Trần Đại Nghĩa - 7.8x29m, tổng 215.3m2 có 200m2 thổ",1,Cao cấp,0,97087378.6407767,2,140,5.376666332959013,4869,54,199,0.013869625520110956,3.0,7.86
7000000000.0,175.0,40000000.0,Tân Nhựt,Kẹt tiền bán gấp nhà đẹp (DT đất: 175m2) ngay thị trấn Tân Túc - UBND Huyện Bình Chánh. Giá: 7 tỷ,2,Bình dân,0,39772727.27272727,3,140,5.170483995038151,7669,54,561,0.011363636363636364,2.0,4.0
5400000000.0,103.0,52427184.47,Long Trường,"Bán nhà địa chỉ số 1133/8A Nguyễn Duy Trinh, Quận 9",1,Cao cấp,0,51923076.92307692,1,74,4.6443908991413725,4090,54,1599,0.019230769230769232,2.0,0.0
18000000000.0,101.0,178217821.78,Tân Sơn Nhất,"Bán nhà 2 mặt phố kinh doanh Hiệp Nhất, 18 tỷ, 101m2, 3PN, 2WC, Q.Tân Bình, TP.HCM",3,Luxury,0,176470588.2352941,2,146,4.624972813284271,3784,54,1672,0.029411764705882353,3.0,5.5
3500000000.0,59.5,58823529.41,Long Bình,"Chính chủ cần bán căn hộ chung cư 2 phòng ngủ view sông tầng cao 59,2m2 giá 3.5 tỷ @947.389.399",1,Cao cấp,0,57851239.66942149,1,69,4.102643365036796,4948,17,1384,0.03305785123966942,2.0,0.0
49900000000.0,309.0,161488673.14,Bình Trưng,"Tổng hợp những căn hộ diện tích lớn Duplex 309m2, Pool Villa 500 - 750m2, Penthouse 600 - 800m2",3,Luxury,0,160967741.93548387,2,31,5.736572297479192,9293,17,252,0.012903225806451613,4.0,0.0
16200000000.0,126.0,128571428.57,Tân Mỹ,"GIẢM SÂU NHẤT KHU VỰC  THẤP HƠN LÔ CÙNG DIỆN TÍCH ĐẾN 1,8 TỶ - CƠ HỘI HIẾM CHO NHÀ ĐẦU TƯ",3,Luxury,0,127559055.11811024,2,139,4.844187086458591,6831,17,280,0.0,0.0,0.0
3750000000.0,306.0,12254901.96,Vĩnh Lộc,"Chủ ngộp bán gấp dãy trọ 28P ngay Vĩnh Lộc, Bình Chánh. SHR, DT 306m2 có thổ, pháp lý chuẩn",0,Trung cấp,0,12214983.71335505,0,159,5.726847747587197,5327,54,197,0.09120521172638436,28.0,8.5
5800000000.0,72.0,80555555.56,Cát Lái,Thật 100% căn hộ Victoria Village (52m2 5ty) (70m2 5ty950) (72m2 5ty8)(82m2 7ty6). LH0909 681 ***,1,Cao cấp,0,79452054.79452054,1,44,4.290459441148391,9160,21,297,0.0273972602739726,2.0,0.0
23000000000.0,284.0,80985915.49,Gia Định,"Ngộp! Hạ giá 5 tỷ bán nhà đường Nơ Trang Long, Bình Thạnh ngay bệnh viện Gia Định 284m2 giá 23 tỷ",1,Cao cấp,0,80701754.38596492,1,52,5.652489180268651,8079,54,1765,0.0,0.0,0.0
2950000000.0,85.0,34705882.35,Tân Nhựt,Chính chủ bán gấp căn hộ 2ty950 CONIC ĐÃ CÓ SỔ,2,Bình dân,0,34302325.58139535,3,140,4.454347296253507,4840,54,1378,0.023255813953488372,2.0,0.0
610000000.0,150.0,4066666.67,Củ Chi,"Suối Lội 1/ mặt tiền đường 409, Phước Vĩnh An, 150m2 full thổ, dân cư hiện hữu, xây dựng tự do",2,Bình dân,0,4039735.0993377483,0,48,5.017279836814924,8904,54,1293,0.013245033112582781,2.0,6.0
20000000000.0,170.0,117647058.82,Tân Mỹ,"Bán gấp chỉ căn hộ Duplex Penhouse Cảnh viên 4PN, 2 tầng, tặng nội thất Italia cao cấp",3,Luxury,0,116959064.32748538,2,139,5.14166355650266,3216,54,693,0.023391812865497075,4.0,0.0
5100000000.0,84.66,60240963.86,Thủ Dầu Một,BÁN NHÀ KDC HIỆP THÀNH 3  THỦ DẦU MỘT nhà mới xây ở ngay LH0902 341 ***,1,Cao cấp,0,59537707.214569226,1,129,4.450385972187225,498,21,725,0.0,0.0,0.0
9500000000.0,60.0,158333333.33,Đức Nhuận,CỰC SỐC ! NHÀ ĐẸP TO GIÁ MỀM 60m2 HXT 6M chỉ 9.5t,3,Luxury,0,155737704.9180328,2,346,4.110873864173311,6580,54,1015,0.04918032786885246,3.0,0.0
2800000000.0,150.0,18666666.67,Bình Dương,Bán đất nền 5x30 tại phường bình dương,2,Bình dân,0,18543046.357615896,0,19,5.017279836814924,4293,17,1056,0.013245033112582781,2.0,8.0
1050000000.0,82.0,12804878.05,Hưng Long,"Chính chủ tui cần bán gấp căn nhà vườn ở gần chợ quy Đức cầu ông Thìn vào, SHR chủ 1ty050",2,Bình dân,0,12650602.409638554,0,64,4.418840607796598,5106,54,1443,0.024096385542168676,2.0,6.0
1950000000.0,95.0,20526315.79,Tam Long,Chính chủ cần bán lô đất trục chính lan anh 1 Hòa Long phường Tam Long vị trí đẹp,2,Bình dân,0,20312500.0,0,120,4.564348191467836,4983,21,1490,0.0,0.0,0.0
1920000000.0,48.0,40000000.0,Hạnh Thông,"CH PHẠM VĂN ĐỒNG, 1 tỷ920 ,2 PN,Nhà Mới Vào Ở Liền, Sổ Hồng Riêng, Hổ trợ bank 5 năm , hổ trợ góp .",2,Bình dân,0,39183673.469387755,3,65,3.8918202981106265,4445,54,617,0.04081632653061224,2.0,0.0
4650000000.0,80.0,58125000.0,Long Bình,"Giảm giá sâu hơn 600tr, căn hộ 2PN 80m2 Beverly, nội khu Resort, giá bao hết 4.650 tỷ, giá mềm nhất",1,Cao cấp,0,57407407.40740741,1,69,4.394449154672439,7024,17,1376,0.024691358024691357,2.0,0.0
17000000000.0,120.0,141666666.67,Bình Trưng,"Bán nhiều căn hộ Đảo Kim Cương 1-2-3-4PN, căn hộ sân vườn, Duplex, Penthouse giá rẻ, cập nhật mới",3,Luxury,0,140495867.76859504,2,31,4.795790545596741,3775,17,1730,0.024793388429752067,3.0,0.0
12000000000.0,200.0,60000000.0,Tân Bình,"Bán nhà đường Ba Vân, Tân Bình, HCM",1,Cao cấp,0,59701492.53731343,1,134,5.303304908059076,4071,54,589,0.014925373134328358,3.0,0.0
3330000000.0,68.0,48970588.24,Dĩ An,"Căn hộ Phú Đông Premier - 2PN, 3.33 tỷ - sổ hồng riêng -0911 850 ***",2,Bình dân,0,48260869.56521739,3,50,4.23410650459726,5773,17,1383,0.028985507246376812,2.0,0.0
38000000000.0,238.0,159663865.55,Tân Mỹ,Bán Penthouse Midtown view sông - Phú Mỹ Hưng. Giá 38 tỷ. LH0907 904 ***,3,Luxury,0,158995815.89958158,2,139,5.476463551931511,1025,21,1362,0.016736401673640166,4.0,0.0
6300000000.0,69.0,91304347.83,Cát Lái,"Bán căn 2PN-69m2-6,15tỷ, thanh toán nhẹ view sông sài gòn, Nguyễn Mộng Tuân đăng là có giá không ảo",1,Cao cấp,0,90000000.0,2,44,4.248495242049359,1221,77,1184,0.02857142857142857,2.0,0.0
2700000000.0,85.0,31764705.88,Lái Thiêu,"Eco Xuân CĐT SETIA 32 triệu/m2, Full VAT, Bán căn 3PN 2WC vị trí góc giá 2,7 tỷ full (hình chuẩn)",2,Bình dân,0,31395348.837209303,3,76,4.454347296253507,6715,54,476,0.03488372093023256,3.0,0.0
5300000000.0,90.7,58434399.12,Tăng Nhơn Phú,HÀNG PHÂN LÔ F0 GIÁ ĐẦU TƯ - BÁN ĐẤT MẶT TIỀN- 90.7M - GIÁ 5.3 TỶ - CẠNH KHU DU LỊCH SUỐI TIÊN,1,Cao cấp,0,57797164.66739368,1,157,4.51852237926242,7365,54,722,0.0,0.0,4.7
4800000000.0,52.0,92307692.31,Phú Thuận,"Nhà đẹp hẻm 803 Huỳnh Tấn Phát 3PN 3WC xách Valy vào ở Ngay, Vị trí Trung Tâm Quận 7",1,Cao cấp,0,90566037.73584905,2,88,3.970291913552122,8408,54,180,0.05660377358490566,3.0,3.0
